Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,season,h_match_points,a_match_points,ht_rank,ht_ls_rank,ht_days_ls_match,ht_points,ht_l_points,ht_l_wavg_points,ht_goals,ht_l_goals,ht_l_wavg_goals,ht_goals_sf,ht_l_goals_sf,ht_l_wavg_goals_sf,ht_wins,ht_draws,ht_losses,ht_win_streak,ht_loss_streak,ht_draw_streak,at_rank,at_ls_rank,at_days_ls_match,at_points,at_l_points,at_l_wavg_points,at_goals,at_l_goals,at_l_wavg_goals,at_goals_sf,at_l_goals_sf,at_l_wavg_goals_sf,at_wins,at_draws,at_losses,at_win_streak,at_loss_streak,at_draw_streak,ls_winner
I1,2013-10-20,Torino,Inter,3.0,3.0,D,1.0,1.0,D,23.0,8.0,5.0,5.0,9.0,13.0,11.0,2.0,3.0,2.0,0.0,1.0,3.4,3.5,2.05,3.5,3.4,2.05,2013,1,1,7,16.0,9.0,13,1.3333333333333333,3.76953125,13.0,4.333333333333333,4.62890625,13.0,3.6666666666666665,6.576171875,3,4,3,0,1,0,5,9.0,21.0,22,3.3333333333333335,10.3994140625,25.0,8.333333333333334,12.8134765625,10.0,7.666666666666667,1.349609375,6,4,1,1,0,0,A
I1,2013-10-20,Verona,Parma,3.0,2.0,H,1.0,2.0,A,14.0,14.0,7.0,6.0,16.0,21.0,6.0,3.0,0.0,7.0,0.0,0.0,2.3,3.2,3.1,2.3,3.25,3.1,2013,3,0,10,,9.0,19,1.3333333333333333,6.515625,20.0,6.666666666666667,11.0,18.0,4.666666666666667,12.75390625,6,1,4,5,0,0,6,11.0,9.0,11,1.0,3.443359375,15.0,5.0,6.173828125,17.0,5.0,8.01953125,2,5,3,0,0,1,
I1,2013-10-26,Inter,Verona,4.0,2.0,H,3.0,1.0,H,21.0,9.0,8.0,4.0,11.0,10.0,9.0,1.0,3.0,3.0,1.0,1.0,1.44,4.2,7.5,1.4,4.4,8.0,2013,3,0,5,9.0,6.0,23,3.6666666666666665,11.87939453125,28.0,9.333333333333334,15.77392578125,13.0,8.666666666666666,3.1279296875,6,5,1,1,0,0,10,,6.0,22,1.3333333333333333,6.515625,23.0,7.666666666666667,11.4921875,20.0,5.333333333333333,13.369140625,7,1,4,6,0,0,
I1,2013-10-26,Sampdoria,Atalanta,1.0,0.0,H,0.0,0.0,D,14.0,8.0,6.0,0.0,22.0,18.0,3.0,5.0,4.0,2.0,0.0,1.0,2.3,3.2,3.2,2.3,3.1,3.25,2013,3,0,12,15.0,6.0,10,2.0,4.60595703125,15.0,5.0,6.83935546875,21.0,6.666666666666667,9.7177734375,2,4,6,0,3,0,11,10.0,6.0,16,1.0,5.61328125,15.0,5.0,6.09619140625,16.0,3.6666666666666665,9.00146484375,5,1,6,3,0,0,A
I1,2013-10-27,Bologna,Livorno,1.0,0.0,H,1.0,0.0,H,9.0,13.0,4.0,2.0,20.0,13.0,5.0,6.0,2.0,2.0,0.0,0.0,2.0,3.3,3.8,2.05,3.2,3.8,2013,3,0,19,14.0,7.0,4,0.3333333333333333,1.482421875,10.0,3.3333333333333335,4.00390625,26.0,5.333333333333333,13.201171875,0,4,7,0,0,1,20,,7.0,12,1.3333333333333333,4.44140625,12.0,4.0,5.51416015625,19.0,4.0,11.8056640625,3,3,6,0,1,0,
I1,2013-10-27,Catania,Sassuolo,0.0,0.0,D,0.0,0.0,D,14.0,12.0,4.0,1.0,19.0,12.0,5.0,2.0,1.0,2.0,0.0,0.0,1.83,3.5,4.33,1.8,3.6,4.33,2013,1,1,18,8.0,8.0,8,0.0,2.1533203125,9.0,3.0,4.37158203125,20.0,3.6666666666666665,11.02734375,2,2,8,1,0,0,17,,7.0,10,2.0,6.931640625,14.0,4.666666666666667,9.69091796875,29.0,8.0,14.88916015625,2,4,6,1,0,0,
I1,2013-10-27,Chievo,Fiorentina,1.0,2.0,A,1.0,1.0,D,9.0,15.0,2.0,4.0,15.0,8.0,3.0,6.0,4.0,3.0,0.0,0.0,3.8,3.4,2.0,3.9,3.4,1.95,2013,0,3,16,13.0,7.0,12,1.6666666666666667,5.78173828125,10.0,3.3333333333333335,2.17626953125,15.0,3.3333333333333335,6.01708984375,3,3,6,0,0,1,4,4.0,7.0,24,3.3333333333333335,11.630859375,26.0,8.666666666666666,12.6875,16.0,7.0,6.3798828125,7,3,2,2,0,0,A
I1,2013-10-27,Juventus,Genoa,2.0,0.0,H,2.0,0.0,H,24.0,6.0,9.0,0.0,15.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,1.2,6.0,15.0,1.2,6.75,12.0,2013,3,0,1,1.0,7.0,31,5.333333333333333,17.625,23.0,7.666666666666667,11.095703125,10.0,4.666666666666667,4.30859375,10,1,1,5,0,0,13,17.0,7.0,14,2.3333333333333335,8.4482421875,13.0,4.333333333333333,7.724609375,14.0,5.0,6.1396484375,4,2,5,2,0,0,A
I1,2013-10-27,Lazio,Cagliari,2.0,0.0,H,0.0,0.0,D,12.0,12.0,3.0,4.0,17.0,14.0,4.0,5.0,1.0,1.0,0.0,0.0,1.83,3.4,4.5,1.78,3.5,4.6,2013,3,0,9,7.0,7.0,12,0.6666666666666666,4.2705078125,15.0,5.0,6.4912109375,20.0,4.333333333333333,11.0341796875,3,3,6,3,0,0,15,12.0,8.0,17,0.6666666666666666,3.7626953125,17.0,5.666666666666667,4.97265625,18.0,4.333333333333333,8.82568359375,4,5,3,2,0,0,A
I1,2013-10-27,Napoli,Torino,2.0,0.0,H,2.0,0.0,H,21.0,9.0,7.0,3.0,13.0,9.0,7.0,4.0,1.0,0.0,0.0,1.0,1.33,5.0,8.5,1.31,5.0,9.75,2013,3,0,3,2.0,9.0,26,4.0,13.142578125,27.0,9.0,13.16015625,15.0,5.666666666666667,8.80126953125,8,2,2,0,0,1,7,16.0,7.0,14,1.3333333333333333,3.916015625,16.0,5.333333333333333,5.595703125,16.0,4.666666666666667,7.3818359375,3,5,3,0,0,1,A
I1,2013-10-27,Parma,Milan,3.0,2.0,H,2.0,0.0,H,16.0,16.0,8.0,5.0,14.0,10.0,3.0,6.0,3.0,3.0,0.0,0.0,3.3,3.3,2.2,3.25,3.3,2.2,2013,3,0,6,11.0,7.0,11,1.0,3.9248046875,17.0,5.666666666666667,7.9462890625,20.0,5.666666666666667,10.353515625,2,5,4,0,0,1,8,3.0,8.0,16,2.3333333333333335,8.48876953125,19.0,6.333333333333333,12.87451171875,18.0,6.0,12.19189453125,4,4,4,2,0,0,A
I1,2013-10-27,Udinese,Roma,0.0,1.0,A,0.0,0.0,D,13.0,15.0,3.0,5.0,16.0,12.0,4.0,8.0,4.0,3.0,0.0,1.0,3.3,3.4,2.15,3.4,3.3,2.15,2013,0,3,14,5.0,8.0,11,0.3333333333333333,3.27880859375,12.0,4.0,5.97509765625,17.0,3.3333333333333335,11.06640625,3,2,7,1,0,0,2,6.0,9.0,30,4.666666666666667,13.6015625,27.0,9.0,11.88818359375,5.0,4.666666666666667,2.97998046875,9,3,0,1,0,0,A
I1,2013-10-29,Atalanta,Inter,1.0,1.0,D,1.0,1.0,D,12.0,13.0,8.0,4.0,11.0,14.0,8.0,7.0,3.0,1.0,0.0,0.0,3.8,3.3,2.0,3.75,3.4,1.95,2013,1,1,11,10.0,3.0,16,1.0,5.681640625,15.0,5.0,6.969970703125,17.0,3.6666666666666665,10.953857421875,5,1,7,3,0,0,5,9.0,3.0,26,3.6666666666666665,12.189697265625,32.0,10.666666666666666,16.871337890625,15.0,9.333333333333334,3.65771484375,7,5,1,2,0,0,A
I1,2013-10-30,Cagliari,Bologna,0.0,3.0,A,0.0,1.0,A,11.0,17.0,2.0,5.0,17.0,21.0,7.0,3.0,2.0,3.0,1.0,0.0,1.75,3.5,4.75,1.75,3.55,4.6,2013,0,3,15,12.0,3.0,17,0.6666666666666666,4.17822265625,17.0,5.666666666666667,5.423828125,20.0,4.333333333333333,10.451904296875,4,5,4,2,0,0,19,14.0,3.0,7,0.3333333333333333,2.6630859375,11.0,3.6666666666666665,3.580078125,26.0,5.333333333333333,11.9599609375,1,4,7,1,0,0,A
I1,2013-10-30,Fiorentina,Napoli,1.0,2.0,A,1.0,2.0,A,11.0,4.0,3.0,2.0,22.0,16.0,9.0,3.0,2.0,3.0,1.0,1.0,2.5,3.3,2.8,2.5,3.4,2.65,2013,0,3,4,4.0,3.0,27,4.333333333333333,13.6279296875,28.0,9.333333333333334,14.34375,17.0,7.666666666666667,7.53369140625,8,3,2,2,0,0,3,2.0,3.0,29,4.0,13.6962890625,29.0,9.666666666666666,13.283203125,15.0,5.666666666666667,8.447509765625,9,2,2,1,0,0,A
I1,2013-10-30,Genoa,Parma,1.0,0.0,H,0.0,0.0,D,5.0,10.0,5.0,3.0,14.0,12.0,2.0,3.0,3.0,2.0,0.0,0.0,2.4,3.2,3.0,2.4,3.2,2.95,2013,3,0,13,17.0,3.0,14,2.3333333333333335,8.88037109375,13.0,4.333333333333333,8.1748046875,16.0,5.0,7.60107421875,4,2,6,2,0,0,6,11.0,3.0,14,1.0,4.69677734375,20.0,6.666666666666667,8.56689453125,22.0,6.333333333333333,10.5048828125,3,5,4,1,0,0,A
I1,2013-10-30,Juventus,Catania,4.0,0.0,H,2.0,0.0,H,23.0,7.0,10.0,1.0,14.0,11.0,9.0,5.0,2.0,0.0,0.0,1.0,1.18,6.25,17.0,1.17,6.75,15.0,2013,3,0,1,1.0,3.0,34,5.333333333333333,17.625,25.0,8.333333333333334,10.7236328125,10.0,4.666666666666667,4.060546875,11,1,1,6,0,0,18,8.0,3.0,9,0.0,1.56884765625,9.0,3.0,3.771728515625,20.0,3.6666666666666665,10.904296875,2,3,8,0,0,1,A
I1,2013-10-30,Livorno,Torino,3.0,3.0,D,2.0,2.0,D,19.0,13.0,6.0,7.0,13.0,18.0,8.0,8.0,6.0,5.0,0.0,0.0,2.8,3.1,2.6,2.7,3.2,2.6,2013,1,1,20,,3.0,12,1.3333333333333333,4.595703125,12.0,4.0,5.803955078125,20.0,4.0,13.12158203125,3,3,7,0,1,0,7,16.0,3.0,14,1.3333333333333333,4.3798828125,16.0,5.333333333333333,6.2822265625,18.0,4.666666666666667,9.26123046875,3,5,4,0,0,1,
I1,2013-10-30,Milan,Lazio,1.0,1.0,D,0.0,0.0,D,18.0,5.0,5.0,3.0,12.0,19.0,4.0,3.0,4.0,2.0,0.0,0.0,1.73,3.5,5.0,1.72,3.6,4.75,2013,1,1,8,3.0,3.0,16,2.3333333333333335,8.963134765625,21.0,7.0,14.468505859375,21.0,6.666666666666667,14.314697265625,4,4,5,2,0,0,9,7.0,3.0,15,0.6666666666666666,4.42431640625,17.0,5.666666666666667,6.21435546875,20.0,4.333333333333333,10.63427734375,4,3,6,4,0,0,A
I1,2013-10-30,Sassuolo,Udinese,1.0,2.0,A,1.0,1.0,D,15.0,9.0,7.0,4.0,16.0,22.0,6.0,4.0,3.0,2.0,1.0,0.0,2.88,3.3,2.4,2.85,3.3,2.4,2013,0,3,17,,3.0,11,2.3333333333333335,7.8408203125,14.0,4.666666666666667,10.126708984375,29.0,8.0,15.538330078125,2,5,6,1,0,0,14,5.0,3.0,11,0.3333333333333333,2.131591796875,12.0,4.0,5.385986328125,18.0,3.6666666666666665,11.314453125,3,2,8,0,1,0,
I1,2013-10-30,Verona,Sampdoria,2.0,0.0,H,0.0,0.0,D,12.0,15.0,5.0,5.0,12.0,13.0,7.0,3.0,0.0,1.0,0.0,0.0,2.0,3.4,3.75,2.05,3.3,3.55,2013,3,0,10,,4.0,22,1.3333333333333333,6.7578125,25.0,8.333333333333334,12.99609375,24.0,6.0,16.3720703125,7,1,5,6,0,0,12,15.0,4.0,13,2.0,5.974853515625,16.0,5.333333333333333,7.193115234375,21.0,6.666666666666667,8.70263671875,3,4,6,1,0,0,
I1,2013-10-31,Roma,Chievo,1.0,0.0,H,0.0,0.0,D,18.0,2.0,3.0,1.0,12.0,19.0,10.0,1.0,3.0,5.0,0.0,0.0,1.22,6.0,12.0,1.25,5.75,10.5,2013,3,0,2,6.0,4.0,33,5.666666666666667,16.55078125,28.0,9.333333333333334,13.522216796875,5.0,5.0,3.130615234375,10,3,0,1,0,0,16,13.0,4.0,12,1.6666666666666667,5.304931640625,11.0,3.6666666666666665,2.314697265625,17.0,4.0,6.555419921875,3,3,7,0,1,0,A
I1,2013-11-05,Catania,Pescara,1.0,0.0,H,0.0,0.0,D,21.0,10.0,5.0,2.0,9.0,26.0,5.0,3.0,1.0,4.0,0.0,0.0,1.25,6.0,10.0,1.22,6.0,12.0,2012,3,0,8,12.0,33.0,53,5.333333333333333,17.10829052689951,49.0,16.333333333333332,19.628118592852843,46.0,11.333333333333334,30.246818261308363,14,11,12,0,0,1,20,,33.0,22,3.0,8.550075504957931,27.0,9.0,11.344838006130885,81.0,18.0,41.23928506390075,6,4,26,0,9,0,
I1,2013-11-05,Juventus,Cagliari,1.0,1.0,D,0.0,1.0,A,20.0,8.0,5.0,1.0,9.0,10.0,11.0,3.0,1.0,1.0,0.0,0.0,1.29,5.5,9.5,1.25,5.75,10.5,2012,1,1,1,1.0,33.0,86,14.0,42.57206000578299,70.0,23.333333333333332,34.909230425721034,23.0,14.666666666666666,13.457520953685162,27,5,5,3,0,0,12,15.0,33.0,46,6.0,19.39670934677997,42.0,14.0,19.350326995991054,54.0,14.0,29.99574306209979,12,10,15,1,0,0,A
I1,2013-11-23,Milan,Genoa,1.0,1.0,D,1.0,1.0,D,39.0,2.0,10.0,1.0,10.0,18.0,12.0,0.0,3.0,2.0,0.0,1.0,1.44,4.2,7.5,1.45,4.2,7.25,2013,1,1,8,3.0,24.0,17,2.3333333333333335,8.2471923828125,22.0,7.333333333333333,14.4373779296875,22.0,7.0,14.5948486328125,4,5,5,0,0,1,13,17.0,24.0,17,2.3333333333333335,9.221435546875,14.0,4.666666666666667,7.86474609375,16.0,5.0,7.073974609375,5,2,6,3,0,0,A
I1,2013-11-23,Verona,Chievo,0.0,1.0,A,0.0,0.0,D,6.0,12.0,0.0,3.0,16.0,17.0,11.0,7.0,4.0,1.0,0.0,0.0,2.1,3.3,3.5,2.0,3.2,3.9,2013,0,3,10,,24.0,25,1.3333333333333333,6.7578125,27.0,9.0,12.748046875,24.0,6.0,15.68994140625,8,1,5,7,0,0,16,13.0,23.0,12,1.6666666666666667,5.3946533203125,11.0,3.6666666666666665,2.5870361328125,18.0,4.0,8.0042724609375,3,3,8,0,1,0,
I1,2013-11-23,Napoli,Parma,0.0,1.0,A,0.0,0.0,D,10.0,12.0,4.0,4.0,9.0,13.0,5.0,6.0,2.0,2.0,0.0,0.0,1.44,4.5,6.5,1.45,4.2,7.25,2013,0,3,3,2.0,24.0,32,5.0,15.56689453125,31.0,10.333333333333334,14.5791015625,16.0,6.333333333333333,9.9034423828125,10,2,2,1,0,0,6,11.0,24.0,14,1.0,4.949951171875,20.0,6.666666666666667,9.463134765625,23.0,6.333333333333333,12.17431640625,3,5,5,1,0,0,A
I1,2013-11-24,Sassuolo,Atalanta,2.0,0.0,H,0.0,0.0,D,17.0,13.0,6.0,4.0,21.0,25.0,5.0,2.0,1.0,2.0,1.0,0.0,2.2,3.2,3.4,2.25,3.2,3.25,2013,3,0,17,,25.0,11,2.3333333333333335,6.96923828125,15.0,5.0,9.8465576171875,31.0,8.666666666666666,15.4449462890625,2,5,7,0,1,0,11,10.0,26.0,17,1.0,4.8134765625,16.0,5.333333333333333,6.5513916015625,18.0,4.0,11.0003662109375,5,2,7,0,0,1,
I1,2013-11-24,Torino,Catania,4.0,1.0,H,2.0,0.0,H,22.0,15.0,7.0,5.0,10.0,21.0,7.0,6.0,3.0,5.0,0.0,0.0,1.8,3.5,4.5,1.75,3.5,4.75,2013,3,0,7,16.0,25.0,15,1.6666666666666667,5.11181640625,19.0,6.333333333333333,8.12548828125,21.0,5.666666666666667,11.700927734375,3,6,4,0,0,1,18,8.0,25.0,9,0.0,1.581298828125,9.0,3.0,4.1905517578125,24.0,3.6666666666666665,14.0146484375,2,3,9,0,0,1,A
I1,2013-11-24,Udinese,Fiorentina,1.0,0.0,H,1.0,0.0,H,22.0,15.0,11.0,5.0,22.0,8.0,6.0,6.0,2.0,2.0,0.0,0.0,2.8,3.1,2.6,2.8,3.2,2.5,2013,3,0,14,5.0,25.0,14,1.3333333333333333,3.6439208984375,14.0,4.666666666666667,6.4898681640625,19.0,4.333333333333333,12.5322265625,4,2,8,0,1,0,4,4.0,25.0,27,4.333333333333333,12.32568359375,29.0,9.666666666666666,13.3515625,19.0,8.333333333333334,7.688720703125,8,3,3,0,1,0,A
I1,2013-11-24,Livorno,Juventus,0.0,2.0,A,0.0,0.0,D,9.0,21.0,1.0,6.0,14.0,19.0,3.0,11.0,4.0,1.0,0.0,0.0,8.5,4.75,1.36,8.5,4.75,1.35,2013,0,3,20,,25.0,13,1.3333333333333333,4.7197265625,15.0,5.0,6.7496337890625,23.0,5.0,13.896728515625,3,4,7,0,0,1,1,1.0,25.0,37,5.333333333333333,17.625,29.0,9.666666666666666,11.52978515625,10.0,4.666666666666667,3.9365234375,12,1,1,7,0,0,
I1,2013-11-24,Bologna,Inter,1.0,1.0,D,1.0,0.0,H,9.0,22.0,4.0,6.0,10.0,9.0,2.0,15.0,4.0,1.0,0.0,0.0,4.0,3.4,1.91,3.9,3.4,1.95,2013,1,1,19,14.0,25.0,10,1.3333333333333333,4.22216796875,14.0,4.666666666666667,5.5087890625,26.0,6.333333333333333,13.12060546875,2,4,7,1,0,0,5,9.0,26.0,27,4.0,13.4346923828125,33.0,11.0,18.8692626953125,16.0,9.666666666666666,5.055419921875,7,6,1,2,0,0,A
I1,2013-11-24,Sampdoria,Lazio,1.0,1.0,D,0.0,0.0,D,10.0,12.0,5.0,2.0,16.0,17.0,3.0,4.0,3.0,3.0,1.0,0.0,3.0,3.2,2.38,2.95,3.1,2.5,2013,1,1,12,15.0,25.0,13,2.0,6.7921142578125,16.0,5.333333333333333,7.9168701171875,23.0,6.666666666666667,10.366943359375,3,4,7,1,0,0,9,7.0,25.0,16,1.0,5.134033203125,18.0,6.0,7.247802734375,21.0,4.666666666666667,12.020263671875,4,4,6,4,0,0,A
I1,2013-11-25,Roma,Cagliari,0.0,0.0,D,0.0,0.0,D,19.0,8.0,5.0,2.0,9.0,11.0,19.0,7.0,2.0,4.0,0.0,0.0,1.44,4.33,7.0,1.42,4.33,7.75,2013,1,1,2,6.0,25.0,36,5.666666666666667,16.798828125,29.0,9.666666666666666,12.9486083984375,5.0,5.0,2.9910888671875,11,3,0,2,0,0,15,12.0,26.0,17,0.6666666666666666,2.901611328125,17.0,5.666666666666667,4.5009765625,23.0,5.333333333333333,11.3978271484375,4,5,5,0,1,0,A
I1,2013-11-30,Genoa,Torino,1.0,1.0,D,0.0,1.0,A,16.0,21.0,7.0,10.0,15.0,15.0,5.0,9.0,3.0,2.0,0.0,0.0,2.38,3.2,3.1,2.25,3.2,3.25,2013,1,1,13,17.0,7.0,18,2.6666666666666665,9.9388427734375,15.0,5.0,8.588623046875,17.0,5.333333333333333,8.3026123046875,5,3,6,3,0,0,7,16.0,6.0,18,1.6666666666666667,6.173095703125,23.0,7.666666666666667,9.125244140625,22.0,6.0,11.1395263671875,4,6,4,1,0,0,A
I1,2013-11-30,Parma,Bologna,1.0,1.0,D,1.0,1.0,D,18.0,7.0,8.0,4.0,17.0,14.0,11.0,2.0,6.0,2.0,0.0,1.0,1.8,3.5,4.5,1.75,3.5,4.75,2013,1,1,6,11.0,7.0,17,2.0,6.5765380859375,21.0,7.0,10.4112548828125,23.0,6.666666666666667,13.009033203125,4,5,5,1,0,0,19,14.0,6.0,11,1.3333333333333333,3.837646484375,15.0,5.0,5.29345703125,27.0,6.666666666666667,12.982177734375,2,5,7,0,0,1,A
I1,2013-12-01,Bologna,Chievo,4.0,0.0,H,2.0,0.0,H,10.0,11.0,5.0,2.0,18.0,19.0,4.0,5.0,2.0,5.0,0.0,0.0,2.0,3.2,4.0,2.05,3.2,3.8,2012,3,0,14,10.0,59.0,38,5.0,14.12190720482613,40.0,13.333333333333334,14.199116434640018,52.0,12.666666666666666,28.204763126268517,9,11,16,0,0,1,13,11.0,59.0,44,6.333333333333333,20.394636712095235,36.0,12.0,19.192500055360142,47.0,11.333333333333334,30.13545164957759,12,8,16,2,0,0,A
I1,2013-12-01,Inter,Pescara,2.0,0.0,H,1.0,0.0,H,17.0,10.0,4.0,2.0,9.0,9.0,5.0,4.0,2.0,2.0,0.0,0.0,1.25,5.5,12.0,1.28,5.5,10.0,2012,3,0,9,6.0,59.0,50,8.333333333333334,25.66224744587089,53.0,17.666666666666668,25.785193789110053,57.0,18.666666666666668,24.98269440731383,15,5,16,0,1,0,20,,26.0,22,3.0,8.776744829505333,27.0,9.0,11.86884920936427,82.0,18.0,42.58369473226776,6,4,27,0,9,0,
I1,2013-12-05,Lazio,Sampdoria,2.0,0.0,H,1.0,0.0,H,12.0,10.0,7.0,3.0,15.0,13.0,6.0,3.0,1.0,3.0,0.0,1.0,1.33,5.0,8.5,1.3,5.25,9.0,2012,3,0,7,4.0,63.0,58,6.666666666666667,19.078912936704,49.0,16.333333333333332,15.411225930482033,42.0,10.666666666666666,26.43011208473763,17,7,13,0,1,0,15,,63.0,43,5.333333333333333,17.109306409416604,43.0,14.333333333333334,18.869945180995273,49.0,13.333333333333334,26.15003061002062,11,10,16,1,0,0,
I1,2013-12-05,Udinese,Atalanta,2.0,1.0,H,1.0,1.0,D,19.0,14.0,6.0,5.0,7.0,18.0,2.0,1.0,0.0,1.0,0.0,0.0,1.36,4.75,8.0,1.3,5.25,9.0,2012,3,0,5,3.0,64.0,63,8.666666666666666,25.613572168789688,57.0,19.0,26.308920997413225,44.0,14.333333333333334,27.78417700099817,17,12,8,1,0,0,10,9.0,63.0,42,6.0,18.220406136693782,38.0,12.666666666666666,17.98954709607642,54.0,14.333333333333334,28.647232710878598,11,9,17,1,0,0,A
I1,2013-12-05,Parma,Bologna,0.0,2.0,A,0.0,1.0,A,15.0,10.0,7.0,2.0,23.0,14.0,13.0,2.0,2.0,3.0,0.0,0.0,1.73,3.3,4.75,1.7,3.55,5.0,2012,0,3,11,8.0,63.0,49,5.333333333333333,16.239573725120863,45.0,15.0,18.523026642316836,44.0,11.0,28.391596440822468,13,10,14,1,0,0,14,10.0,4.0,41,5.0,15.243053898433573,44.0,14.666666666666666,15.788431508335634,52.0,12.666666666666666,27.417252397484845,10,11,16,1,0,0,A
I1,2013-12-05,Milan,Roma,0.0,0.0,D,0.0,0.0,D,14.0,17.0,4.0,8.0,16.0,14.0,4.0,8.0,3.0,3.0,1.0,1.0,1.62,3.75,5.5,1.65,3.85,4.9,2012,1,1,3,2.0,64.0,71,10.333333333333334,32.05772423914459,67.0,22.333333333333332,33.98906528011139,39.0,16.333333333333332,24.161182709387504,21,8,8,3,0,0,6,7.0,64.0,61,8.666666666666666,26.619727401528507,71.0,23.666666666666668,31.028655637201155,56.0,18.333333333333332,30.546085657246294,18,7,12,0,0,1,A
I1,2013-12-05,Genoa,Inter,0.0,0.0,D,0.0,0.0,D,13.0,9.0,4.0,2.0,9.0,8.0,7.0,2.0,1.0,1.0,0.0,0.0,1.73,3.6,4.2,1.75,3.6,4.5,2012,1,1,17,17.0,64.0,37,5.333333333333333,16.35732789852773,38.0,12.666666666666666,13.080941858177539,52.0,14.0,22.948634579093778,8,13,16,0,1,0,9,6.0,4.0,53,8.333333333333334,26.759468449497945,55.0,18.333333333333332,26.20551841860288,57.0,18.666666666666668,24.204052815839532,16,5,16,1,0,0,A
I1,2013-12-05,Fiorentina,Palermo,1.0,0.0,H,1.0,0.0,H,15.0,16.0,6.0,2.0,9.0,19.0,7.0,9.0,1.0,4.0,0.0,0.0,1.36,4.75,6.5,2.05,3.2,3.1,2012,3,0,4,13.0,63.0,67,9.0,25.85305012066965,71.0,23.666666666666668,32.08519618073478,44.0,17.0,26.42943950080371,20,7,10,0,0,1,19,16.0,63.0,32,3.3333333333333335,8.795889331871876,34.0,11.333333333333334,9.306781265157042,53.0,12.0,27.569439545593923,6,14,17,0,1,0,A
I1,2013-12-05,Chievo,Torino,1.0,1.0,D,1.0,1.0,D,8.0,14.0,3.0,6.0,11.0,12.0,7.0,7.0,3.0,1.0,0.0,0.0,3.25,2.1,3.0,3.8,2.0,2.85,2012,1,1,13,11.0,4.0,44,6.333333333333333,20.874190609465586,36.0,12.0,19.72899386312929,51.0,11.333333333333334,33.149112390950904,12,8,17,2,0,0,16,,63.0,39,5.0,15.655808168769,45.0,15.0,21.850693953354494,54.0,16.0,26.371471260659746,8,15,14,0,0,2,
I1,2013-12-05,Napoli,Siena,2.0,1.0,H,0.0,1.0,A,18.0,12.0,10.0,3.0,7.0,18.0,6.0,7.0,1.0,0.0,0.0,0.0,1.3,5.25,9.5,1.25,5.75,10.5,2012,3,0,2,5.0,63.0,75,10.666666666666666,34.18972404306987,71.0,23.666666666666668,30.846840497208177,35.0,15.333333333333334,17.15111433318816,22,9,6,5,0,0,18,14.0,63.0,36,4.333333333333333,11.519350721631781,35.0,11.666666666666666,17.72275862545939,55.0,12.666666666666666,35.47547968385334,9,9,19,0,1,0,A
I1,2013-12-14,Catania,Verona,0.0,0.0,D,0.0,0.0,D,16.0,8.0,6.0,1.0,17.0,19.0,6.0,2.0,2.0,1.0,0.0,0.0,2.7,3.0,2.75,2.7,3.1,2.7,2013,1,1,18,8.0,20.0,9,0.0,1.5875244140625,10.0,3.3333333333333335,4.89996337890625,28.0,4.0,17.56982421875,2,3,10,0,0,1,10,,21.0,25,1.3333333333333333,5.26953125,27.0,9.0,11.6318359375,25.0,6.333333333333333,15.844970703125,8,1,6,0,1,0,
I1,2013-12-15,Napoli,Inter,4.0,2.0,H,3.0,2.0,H,13.0,11.0,9.0,5.0,12.0,9.0,5.0,6.0,2.0,1.0,0.0,1.0,1.91,3.5,4.0,1.91,3.5,3.9,2013,3,0,3,2.0,22.0,32,5.0,14.357666015625,31.0,10.333333333333334,13.64892578125,17.0,6.666666666666667,10.22125244140625,10,2,3,0,1,0,5,9.0,21.0,28,4.333333333333333,14.55718994140625,34.0,11.333333333333334,20.36822509765625,17.0,10.0,6.2542724609375,7,7,1,2,0,0,A
I1,2013-12-15,Lazio,Livorno,2.0,0.0,H,2.0,0.0,H,17.0,10.0,5.0,1.0,22.0,17.0,1.0,5.0,2.0,5.0,0.0,0.0,1.5,4.0,7.0,1.53,3.9,6.5,2013,3,0,9,7.0,21.0,17,1.3333333333333333,5.9888916015625,19.0,6.333333333333333,8.2645263671875,22.0,5.0,13.2132568359375,4,5,6,4,0,0,20,,21.0,13,1.3333333333333333,4.28564453125,15.0,5.0,5.73419189453125,25.0,5.666666666666667,13.7882080078125,3,4,8,0,1,0,
I1,2013-12-15,Juventus,Sassuolo,4.0,0.0,H,3.0,0.0,H,20.0,12.0,8.0,0.0,12.0,15.0,5.0,2.0,1.0,1.0,0.0,0.0,1.17,6.5,17.0,1.15,6.75,19.5,2013,3,0,1,1.0,21.0,40,6.333333333333333,19.8125,31.0,10.333333333333334,13.358642578125,10.0,5.333333333333333,5.03076171875,13,1,1,7,0,0,17,,21.0,14,2.3333333333333335,8.027587890625,17.0,5.666666666666667,10.20452880859375,31.0,8.666666666666666,14.40216064453125,3,5,7,1,0,0,
